MOFname,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,Density,Largest_free_sphere,Largest_included_sphere,Largest_included_sphere_along_free_path,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g,Unitcell_volume
qmof-101353a,759.226,2071.53,3914.69,0.529168,9.72994,11.41707,11.41707,0,0,0,2414.54,0.6588,1.24497,0,0,0,3665.06
qmof-10301bb,0,0,0,1.49661,0.91344,1.67962,1.48913,0,0,0,0,0,0,0,0,0,755.62
qmof-1033c27,265.73,2071.97,1530.3,1.35396,4.61078,6.33667,6.08628,0,0,0,565.583,0.441,0.325711,0,0,0,1282.5
qmof-1035838,1498.01,1912.53,3160.68,0.605099,12.37544,13.98934,13.9152,0,0,0,5443.66,0.695,1.14857,0,0,0,7832.61
qmof-10361cd,0,0,0,1.64327,0.90299,1.84615,1.65644,0,0,0,0,0,0,0,0,0,862.81
qmof-103bf19,0,0,0,1.87269,0.9889,2.24878,1.83128,0,0,0,0,0,0,0,0,0,1769.44
qmof-103e2b6,0,0,0,2.7704,1.02242,2.79454,2.79132,0,0,0,0,0,0,0,0,0,907.728
qmof-1040c8c,521.638,2109.82,2178.41,0.968511,9.16196,9.51511,9.4957,0,0,0,1450.58,0.5867,0.605776,0,0,0,2472.43
qmof-1041602,0,0,0,2.5222,0.87396,3.04035,2.20579,3.44662,21.1954,8.40353,0,0,0,10.4072,0.0064,0.00253747,1626.12
qmof-104e204,915.965,1300.44,3360.8,0.386943,24.98335,25.15453,25.15453,0,0,0,5377.73,0.7635,1.97316,0,0,0,7043.53
qmof-105eb30,0,0,0,2.39676,0.94555,1.88758,1.87671,0,0,0,0,0,0,0,0,0,1189.16
qmof-10609b1,0,0,0,2.42235,1.07934,2.24858,2.24217,0,0,0,0,0,0,0,0,0,710.558
qmof-106adc0,452.197,1447.57,959.13,1.50925,6.30704,6.865,6.85199,16.9676,54.3166,35.989,1163.31,0.3724,0.246744,55.9166,0.0179,0.0118602,3123.83
qmof-107287b,462.733,1144.6,928.376,1.23291,4.70858,6.28136,6.26823,0,0,0,992.897,0.2456,0.199204,0,0,0,4042.74
qmof-107fbfa,1340.84,2435.2,4177.95,0.582868,6.85504,13.30372,13.30372,0,0,0,4311.81,0.7831,1.34353,0,0,0,5506.08
qmof-1086d95,194.794,962.424,439.428,2.19017,3.36503,4.42076,4.38771,0,0,0,379.296,0.1874,0.085564,0,0,0,2023.99
qmof-1089298,70.9145,477.463,236.808,2.01624,3.07505,3.9183,3.894,0,0,0,179.12,0.1206,0.0598142,0,0,0,1485.24
qmof-108b337,0,0,0,1.49481,1.55511,2.40576,2.3692,0,0,0,0,0,0,0,0,0,727.95
qmof-10920d5,744.621,1672.74,2978.8,0.56155,13.23905,13.56954,13.56954,0,0,0,2751.91,0.6182,1.10088,0,0,0,4451.49
qmof-10b2259,963.932,2090.92,1969.88,1.06145,6.16273,8.18096,8.04259,0,0,0,2374.65,0.5151,0.485281,0,0,0,4610.08
qmof-10c6410,0,0,0,2.00528,1.14971,2.534,2.38017,0,0,0,0,0,0,0,0,0,656.034
qmof-10c7c3c,0,0,0,1.64114,2.55532,3.38281,3.29862,18.3617,242.702,147.887,0,0,0,67.4845,0.0892,0.0543526,756.552
qmof-10ca7f1,0,0,0,1.42131,2.53848,3.42544,3.40255,33.247,178.884,125.859,0,0,0,133.446,0.0718,0.0505168,1858.58
qmof-10cb6cd,639.229,2161.78,2900.92,0.745205,8.61919,11.32651,11.31843,0,0,0,2094.11,0.7082,0.950342,0,0,0,2956.95
qmof-10d5eb8,0,0,0,2.21124,0.94969,2.39139,2.35971,0,0,0,0,0,0,0,0,0,588.212
qmof-10dd4ae,0,0,0,1.61137,1.45675,2.58231,2.56822,0,0,0,0,0,0,0,0,0,824.444
qmof-10df8cd,0,0,0,3.36504,0.88667,1.78968,1.78968,0,0,0,0,0,0,0,0,0,892.562
qmof-10e0b8f,374.534,1614.96,1084.91,1.48857,3.38427,7.53087,7.53087,0.0107146,0.0462006,0.0310369,898.901,0.3876,0.260384,0,0,0,2319.15
qmof-10f6ebc,0,0,0,2.80658,1.23757,1.65248,1.59264,0,0,0,0,0,0,0,0,0,909.877
qmof-10ff507,0,0,0,1.46672,1.20847,2.8377,2.8377,0.0262971,0.227981,0.155435,0,0,0,0,0,0,1153.48
qmof-1106f49,0,0,0,1.74172,0.682,1.60036,1.43816,0,0,0,0,0,0,0,0,0,876.92
qmof-110ffa0,1156.64,2282,3418.56,0.667532,6.79825,12.38656,12.38656,0,0,0,3319.39,0.6549,0.981076,0,0,0,5068.54
qmof-1115f41,0,0,0,2.07515,0.48044,1.21925,1.1716,0,0,0,0,0,0,0,0,0,543.013
qmof-1117cd8,837.234,1668.46,5074.04,0.328822,10.92244,16.09753,16.09753,0,0,0,4119.79,0.821,2.49679,0,0,0,5018.02
qmof-1123a6c,2294.93,1043.35,6236.39,0.1673,17.4441,25.59606,22.03974,0,0,0,20484.7,0.9313,5.56664,0,0,0,21995.9
qmof-1123eb9,0,0,0,1.95054,0.90706,3.38041,3.32922,14.7399,204.162,104.669,0,0,0,60.4292,0.0837,0.0429111,721.974
qmof-112bc59,719.587,2442.82,4432.25,0.551146,6.78169,9.69386,9.69386,0,0,0,1944.48,0.6601,1.19769,0,0,0,2945.73
qmof-1138683,0,0,0,2.05771,0.91456,1.91229,1.53307,0,0,0,0,0,0,0,0,0,1349.06
qmof-1139516,0,0,0,2.64284,0.59643,1.4341,1.4341,0,0,0,0,0,0,0,0,0,510.267
qmof-113b9c6,235.24,1937.96,2281.73,0.849338,8.16759,9.07098,9.07098,0,0,0,679.395,0.5597,0.658984,0,0,0,1213.86
qmof-114133e,0,0,0,1.8068,0.96331,1.95783,1.94575,0,0,0,0,0,0,0,0,0,921.963
qmof-115d09d,786.802,1786.98,1818.16,0.982848,10.22825,13.96597,13.96597,0,0,0,2547.12,0.5785,0.588595,0,0,0,4402.97
qmof-115de59,614.777,1975.55,1806.37,1.09366,5.54933,7.40732,7.40715,0,0,0,1415.93,0.455,0.416036,0,0,0,3111.92
qmof-116061c,0,0,0,1.74092,0.57197,1.50385,1.48981,0,0,0,0,0,0,0,0,0,908.961
qmof-1171565,1108.79,2135.79,5356.75,0.39871,9.53284,11.86827,11.62689,0,0,0,4156.83,0.8007,2.00822,0,0,0,5191.49
qmof-117d0ee,0,0,0,2.25916,2.2809,2.9978,2.99738,4.60682,24.1294,10.6807,0,0,0,13.3645,0.007,0.0030985,1909.22
qmof-1182ebe,0,0,0,1.9727,1.67791,3.19138,3.19138,12.5649,162.039,82.1404,0,0,0,42.9584,0.0554,0.0280833,775.423
qmof-1186aa1,0,0,0,2.21117,1.14483,2.45408,2.44694,0,0,0,0,0,0,0,0,0,1153.65
qmof-118c062,449.159,2367.23,3776.51,0.626831,7.5244,10.89845,10.89845,0,0,0,1438.23,0.758,1.20926,0,0,0,1897.4
qmof-1196d66,0,0,0,1.50253,2.36357,3.91258,3.91162,67.6163,433.052,288.215,0,0,0,204.698,0.1311,0.0872527,1561.39
qmof-1197fef,0,0,0,1.64518,0.97392,2.79102,2.78764,0,0,0,0,0,0,0,0,0,866.125
qmof-11a42ea,864.754,2932.02,3160.47,0.927718,5.22955,7.67615,7.67615,0,0,0,1792.32,0.6077,0.655048,0,0,0,2949.34
qmof-11a8c8c,0,0,0,2.3289,2.47814,3.78455,3.77925,77.0012,202.537,86.9665,0,0,0,217.085,0.0571,0.024518,3801.84
qmof-11a9c18,0,0,0,1.99793,1.00571,1.93884,1.91634,0,0,0,0,0,0,0,0,0,519.017
qmof-11a9ce1,1000.76,1812.47,4096.4,0.442454,9.62249,16.33329,16.33329,0,0,0,4559.12,0.8257,1.86618,0,0,0,5521.52
qmof-11afcfb,0,0,0,1.90772,0.94901,1.57704,1.55932,0,0,0,0,0,0,0,0,0,643.378
qmof-11b275c,0,0,0,1.97315,0.84178,2.10677,2.10677,0,0,0,0,0,0,0,0,0,281.587
qmof-11b9e62,0,0,0,5.28962,0.78357,1.69007,1.53774,0,0,0,0,0,0,0,0,0,448.343
qmof-11baec4,949.427,2043.94,2041.46,1.00121,5.81633,7.85365,7.74887,1.22322,2.63336,2.63017,2365.74,0.5093,0.508682,0,0,0,4645.08
qmof-11c1311,901.715,2483.37,2184.57,1.13678,3.75551,4.89677,4.85965,0,0,0,1713.47,0.4719,0.415121,0,0,0,3631.01
qmof-11c9682,0,0,0,1.96843,1.18685,2.1372,2.1372,0,0,0,0,0,0,0,0,0,802.442
qmof-11cf4b9,0,0,0,1.74215,0.95318,1.71062,1.71062,0,0,0,0,0,0,0,0,0,1014.64
qmof-11e08f9,293.911,1947.99,1704.88,1.1426,5.63707,6.48685,6.46936,0.0751852,0.498315,0.436123,687.103,0.4554,0.398564,0,0,0,1508.79
qmof-11e1ff2,0,0,0,1.95205,1.4044,2.66236,2.6107,0,0,0,0,0,0,0,0,0,776.947
qmof-11e62e0,0,0,0,2.67605,1.0613,2.09267,2.09267,0,0,0,0,0,0,0,0,0,738.777
qmof-11ec06f,505.926,2880.5,4993.17,0.576888,6.42054,8.99608,8.99608,0,0,0,1291.82,0.7355,1.27495,0,0,0,1756.38
qmof-11f7d05,130.181,1465.39,1695.46,0.864304,10.402,10.51349,10.51349,0,0,0,417.445,0.4699,0.543675,0,0,0,888.37
qmof-120180d,281.331,1063.05,1389.83,0.764879,20.28797,20.58238,20.58238,0,0,0,1446.81,0.5467,0.714753,0,0,0,2646.44
qmof-120421d,258.376,1882.38,2483.62,0.757919,9.15146,9.6308,9.6308,0,0,0,816.559,0.5949,0.784912,0,0,0,1372.6
qmof-121154f,0,0,0,2.27707,1.05677,2.12525,2.12525,0,0,0,0,0,0,0,0,0,786.835
qmof-1215008,0,0,0,1.79198,0.97713,1.88972,1.72335,0,0,0,0,0,0,0,0,0,602.1
qmof-121fe67,0,0,0,1.341,0.96402,2.27584,2.27584,0,0,0,0,0,0,0,0,0,1115.66
qmof-1220330,0,0,0,2.08261,1.09004,2.18331,2.18331,0,0,0,0,0,0,0,0,0,905.379
qmof-12229f3,0,0,0,1.25698,1.12023,2.13422,1.92628,0,0,0,0,0,0,0,0,0,1034.81
qmof-12238a8,413.386,1305.15,1108.33,1.17759,5.59898,6.33328,6.33318,0,0,0,929.296,0.2934,0.249153,0,0,0,3167.34
qmof-123b551,0,0,0,2.23017,2.24907,2.87922,2.86889,0.748937,3.91393,1.755,0,0,0,0,0,0,1913.51
qmof-1242490,982.531,2229.51,2379.56,0.93694,5.85591,13.96589,13.96589,0.050699,0.115044,0.122786,2934.58,0.6659,0.710718,0,0,0,4406.94
qmof-124e9b0,1443.03,2440.47,3277.2,0.74468,6.68174,10.34334,10.34334,0,0,0,4094.69,0.6925,0.929929,0,0,0,5912.91
qmof-1265f27,304.514,1778.17,2760.13,0.644233,12.06417,12.40738,12.40738,0,0,0,1150.12,0.6716,1.04248,0,0,0,1712.51
qmof-1269b58,91.3883,1570.73,1050.55,1.49515,3.84495,5.2464,5.2464,0,0,0,216.67,0.3724,0.249071,0,0,0,581.822
qmof-126dd4e,186.662,1933.13,1665.25,1.16086,4.64728,5.73757,5.68121,0,0,0,405.551,0.42,0.3618,0,0,0,965.598
qmof-126e41c,0,0,0,1.6102,1.01884,1.82881,1.82881,0,0,0,0,0,0,0,0,0,790.896
qmof-1274274,0,0,0,1.98266,1.06967,1.91897,1.88356,0,0,0,0,0,0,0,0,0,822.891
qmof-12789b6,0,0,0,1.90121,1.62352,2.07833,2.05155,0,0,0,0,0,0,0,0,0,371.726
qmof-1281756,54.476,789.746,488.702,1.61601,5.3164,6.24834,6.24445,0,0,0,134.302,0.1947,0.120482,0,0,0,689.791
qmof-128a8ad,0,0,0,2.41251,1.48979,2.41142,2.41142,0,0,0,0,0,0,0,0,0,1411.89
qmof-129ae04,687.181,2904.2,3747.21,0.77503,5.14374,8.24231,8.22176,0,0,0,1417.81,0.5992,0.773131,0,0,0,2366.16
qmof-129e0cb,467.394,2300.59,2109.58,1.09054,4.71552,5.64778,5.53832,0.148813,0.732483,0.671667,939.829,0.4626,0.424192,0,0,0,2031.62
qmof-12a0bfd,1000.43,2281.28,2553.21,0.893494,5.64623,11.53465,11.52699,0,0,0,2636.93,0.6013,0.672976,0,0,0,4385.38
qmof-12aa8fe,212.922,1225.8,1152.19,1.06389,5.03206,6.47113,6.47113,0,0,0,472.987,0.2723,0.255948,0,0,0,1737.01
qmof-12aaae7,2473.25,2191.3,3460.79,0.63318,7.81956,16.17368,16.17368,0,0,0,8326.16,0.7377,1.16507,0,0,0,11286.6
qmof-12afd16,631.366,2127.09,2123.03,1.00191,3.98369,7.57798,7.57798,0,0,0,1480.84,0.4989,0.497948,0,0,0,2968.22
qmof-12bbcce,0,0,0,2.33223,0.74792,1.90946,1.90946,0,0,0,0,0,0,0,0,0,490.645
qmof-12bec5a,520.555,1331.8,3030.21,0.439505,19.93081,20.79779,20.79661,0,0,0,3007.72,0.7695,1.75083,0,0,0,3908.67
qmof-12bffdb,342.621,2272.02,3234.03,0.702536,10.03051,10.75679,10.75571,0,0,0,1008.7,0.6689,0.952123,0,0,0,1508
qmof-12c7df0,0,0,0,1.17005,2.65585,5.75201,5.23384,220.294,829.229,708.713,0,0,0,529.197,0.1992,0.170249,2656.61
qmof-12d0800,925.255,2629.93,4677.21,0.562287,7.00905,8.93994,8.90965,0,0,0,2509.86,0.7134,1.26875,0,0,0,3518.17
qmof-12df25d,0,0,0,1.90447,1.00957,1.84494,1.68562,0,0,0,0,0,0,0,0,0,1164.35
qmof-12e1518,2418.74,2137.06,3461.72,0.617341,8.08975,16.26171,16.26171,0,0,0,8679.8,0.7669,1.24226,0,0,0,11318
qmof-12e5fd9,291.724,1301.47,1399.86,0.929715,14.65038,15.15997,15.15997,0,0,0,1089.81,0.4862,0.522956,0,0,0,2241.49
qmof-12e6771,364.677,1789.58,2911.76,0.614605,13.66748,14.22121,14.13996,0,0,0,1346.16,0.6606,1.07484,0,0,0,2037.78
qmof-12e958e,0,0,0,1.60247,2.65783,3.43645,3.43645,14.3042,145.315,90.6818,0,0,0,53.4507,0.0543,0.0338852,984.36
qmof-12fb18b,341.904,1505.64,1014.2,1.48456,3.2823,5.98412,5.98412,0,0,0,758.455,0.334,0.224983,0,0,0,2270.82
qmof-12fff70,0,0,0,1.59582,1.16279,2.6939,2.65114,0,0,0,0,0,0,0,0,0,1080.63
qmof-130053f,143.707,985.738,787.793,1.25127,4.59162,5.4252,5.3141,0,0,0,339.536,0.2329,0.186132,0,0,0,1457.86
qmof-131b24c,0,0,0,3.1026,0.80586,1.66943,1.66943,0,0,0,0,0,0,0,0,0,790.01
qmof-131c306,276.267,1795.58,2390.83,0.75103,10.63932,11.87825,11.87825,0,0,0,959.159,0.6234,0.83006,0,0,0,1538.59
qmof-1329145,0,0,0,3.02454,1.31763,2.48955,2.48955,0,0,0,0,0,0,0,0,0,1468.13
qmof-134a580,164.541,2008.65,2090.77,0.960726,7.42743,7.89233,7.89233,0,0,0,432.353,0.5278,0.549376,0,0,0,819.16
qmof-1355ac2,2436.59,2157.48,3483.66,0.619316,8.3491,16.25796,16.25796,0,0,0,8368.6,0.741,1.19648,0,0,0,11293.7
qmof-1356ddc,160.825,1795.11,1663.12,1.07936,6.90702,7.42609,7.42609,0,0,0,418.479,0.4671,0.432756,0,0,0,895.91
qmof-13595d5,1391.32,1801.95,4671.35,0.385744,10.088,16.64097,16.64097,0,0,0,6249.55,0.8094,2.09828,0,0,0,7721.22
qmof-136b1ce,0,0,0,3.13992,0.72249,2.17785,1.99316,0,0,0,0,0,0,0,0,0,350.715
qmof-136c064,0,0,0,2.29186,0.89642,1.68961,1.68961,0,0,0,0,0,0,0,0,0,587.652
qmof-137c32e,0,0,0,2.57143,0.90556,1.87403,1.73317,0,0,0,0,0,0,0,0,0,504.175
qmof-1382eec,0,0,0,1.66519,1.29734,3.80865,3.66762,65.9116,360.135,216.273,0,0,0,163.253,0.0892,0.0535676,1830.19
qmof-13889cb,173.802,838.751,656.481,1.27765,5.55334,7.07038,7.07038,0,0,0,396.817,0.1915,0.149885,0,0,0,2072.15
qmof-139da7b,1309.36,2178.97,4900.49,0.444643,8.36876,11.20668,11.20668,0,0,0,4573.49,0.7611,1.71171,0,0,0,6009.06
qmof-13a2472,2140.52,2065.69,4649.54,0.444279,11.56277,18.05138,18.03501,0,0,0,8192.39,0.7906,1.77951,0,0,0,10362.2
qmof-13af5eb,0,0,0,1.73674,1.0563,2.81373,2.81373,0,0,0,0,0,0,0,0,0,814.979
qmof-13b25d9,0,0,0,1.45253,2.22633,3.76826,3.68262,54.4695,737.264,507.573,0,0,0,134.906,0.1826,0.125712,738.806
qmof-13baab5,0,0,0,1.73328,0.90088,1.64862,1.64717,0,0,0,0,0,0,0,0,0,379.346
qmof-13bab77,0,0,0,2.32594,1.1205,1.73809,1.73734,0,0,0,0,0,0,0,0,0,782.588
qmof-13c8eba,0,0,0,1.7033,0.98528,3.35888,3.35327,11.3751,130.899,76.8505,0,0,0,43.363,0.0499,0.0292961,868.997
qmof-13ca6e3,0,0,0,3.1091,1.05203,2.08688,1.92977,0,0,0,0,0,0,0,0,0,1092.46
qmof-13dee69,0,0,0,1.41837,1.30368,3.46082,3.45339,13.353,136.643,96.3383,0,0,0,60.8806,0.0623,0.0439236,977.217
qmof-13df431,0,0,0,1.85355,1.9668,4.08594,4.08587,49.9821,624.644,336.998,0,0,0,129.228,0.1615,0.0871299,800.171
qmof-13e3530,0,0,0,1.76253,2.03829,3.75726,3.75107,24.1859,148.718,84.3773,0,0,0,90.7473,0.0558,0.031659,1626.3
qmof-13e75c9,1009.05,1695.59,2184.72,0.776116,11.34869,12.17168,12.09946,0,0,0,3450.4,0.5798,0.747053,0,0,0,5951.02
qmof-13eb8e0,0,0,0,1.61654,0.89342,1.80198,1.80198,0,0,0,0,0,0,0,0,0,712.644
qmof-13eeb84,1648.04,2572,2839.84,0.905685,8.48923,11.62567,11.62567,0,0,0,4455.21,0.6953,0.767706,0,0,0,6407.6
qmof-13f2019,0,0,0,2.47776,0.84055,1.83289,1.83289,0,0,0,0,0,0,0,0,0,668.143
qmof-13f5324,0,0,0,2.10296,0.82045,1.57478,1.54341,0,0,0,0,0,0,0,0,0,255.467
qmof-13f8e19,207.987,1706.61,1803.8,0.946118,7.65036,8.05389,7.98629,0,0,0,600.583,0.4928,0.520866,0,0,0,1218.72
qmof-13fccf0,295.931,1774.19,2714.72,0.653545,11.15767,11.75016,11.75016,0,0,0,1049.66,0.6293,0.962902,0,0,0,1667.97
qmof-1401390,119.134,1157.69,1057.56,1.09468,8.69498,9.29702,9.29702,0,0,0,344.738,0.335,0.306025,0,0,0,1029.07
qmof-140478c,457.384,1733.66,1351.62,1.28266,3.66056,4.98172,4.97513,0,0,0,912.308,0.3458,0.269596,0,0,0,2638.25
qmof-14064a5,1047.03,2879.46,4546.99,0.633268,4.99757,7.76733,7.76733,0,0,0,2227.91,0.6127,0.967521,0,0,0,3636.22
qmof-141ad7b,721.776,1743.43,3193.96,0.545851,14.40305,14.58398,14.58398,0,0,0,2897.58,0.6999,1.28222,0,0,0,4139.98
qmof-141e1b5,927.03,2026.24,5747.04,0.352571,12.17452,15.81883,15.81883,0,0,0,3801.01,0.8308,2.3564,0,0,0,4575.12
qmof-142011d,304.396,2595.29,3325.69,0.780374,4.89141,7.81729,7.477,0,0,0,706.426,0.6023,0.771809,0,0,0,1172.88
qmof-14332ab,956.096,2202.82,2772.32,0.794574,7.0961,11.80439,11.78477,0,0,0,2814.28,0.6484,0.816035,0,0,0,4340.34
qmof-14345c5,144.395,846.543,500.309,1.69204,3.05729,4.7369,4.73379,0,0,0,339.093,0.1988,0.117491,0,0,0,1705.7
qmof-14375bc,239.94,1274.18,1850.66,0.688501,15.76934,16.08819,16.08819,0,0,0,1050.77,0.558,0.810457,0,0,0,1883.09
qmof-14449b7,0,0,0,1.96452,0.9482,2.36805,2.36805,0,0,0,0,0,0,0,0,0,478.18
qmof-144d405,2060.56,1457.04,4563.12,0.319308,18.81398,19.60075,19.30143,0,0,0,11821.4,0.8359,2.61785,0,0,0,14142.1
qmof-1452981,234.16,602.86,447.659,1.3467,3.0528,5.24611,5.01756,0,0,0,475.032,0.1223,0.0908149,0,0,0,3884.16
qmof-1452f65,162.263,1496.82,881.359,1.69831,4.32924,5.45936,5.45936,0,0,0,375.625,0.3465,0.204027,0,0,0,1084.06
qmof-145e491,0,0,0,1.53453,1.01416,4.81684,4.80474,141.354,520.592,339.251,0,0,0,338.864,0.1248,0.0813277,2715.26
qmof-145f48b,745.171,1655.09,2453.98,0.67445,14.17195,14.41108,14.41108,0,0,0,2899.49,0.644,0.954852,0,0,0,4502.31
qmof-1461a66,0,0,0,2.37971,0.96651,2.27566,2.21008,0,0,0,0,0,0,0,0,0,1076.55
qmof-1469c31,0,0,0,2.85797,1.03917,2.39211,2.34311,0,0,0,0,0,0,0,0,0,469.742
qmof-146d007,0,0,0,1.53695,1.96749,3.12736,3.09649,20.8785,174.275,113.39,0,0,0,38.8158,0.0324,0.0210807,1198.02
qmof-146e551,0,0,0,2.30773,1.21329,2.33639,2.30683,0,0,0,0,0,0,0,0,0,712.539
qmof-1475835,0,0,0,2.18487,1.07872,2.54002,2.52109,0,0,0,0,0,0,0,0,0,769.175
qmof-14869a5,0,0,0,2.90841,0.81334,2.48368,1.56329,0,0,0,0,0,0,0,0,0,685.99
qmof-148ed99,0,0,0,2.21818,0.79688,1.93846,1.39452,0,0,0,0,0,0,0,0,0,538.698
qmof-14906a2,0,0,0,2.67916,1.01397,2.70625,2.69115,0,0,0,0,0,0,0,0,0,1720.4
qmof-14990b5,0,0,0,1.79155,0.852,2.90283,2.90283,0.857428,5.74976,3.20938,0,0,0,0,0,0,1491.24
qmof-149aeaf,0,0,0,1.88015,0.90662,1.88255,1.40262,0,0,0,0,0,0,0,0,0,652.813
qmof-149c367,0,0,0,1.57734,1.27789,3.23582,3.23582,8.68641,97.8308,62.0225,0,0,0,36.6703,0.0413,0.0261833,887.901
qmof-14a36ed,105.154,1398.55,1076.48,1.29919,4.51628,5.63725,5.63725,0,0,0,249.699,0.3321,0.255621,0,0,0,751.879
qmof-14a67d5,0,0,0,1.95919,0.97606,1.73813,1.59027,0,0,0,0,0,0,0,0,0,1074.15
qmof-14acde3,132.722,1546.77,1717.54,0.900571,9.99623,10.15527,10.15527,0,0,0,400.628,0.4669,0.518449,0,0,0,858.06
qmof-14b2d9e,990.652,2287.16,2748.59,0.832122,5.1055,10.34432,10.34432,0,0,0,2441.58,0.5637,0.677424,0,0,0,4331.35
qmof-14ba95c,531.555,2271.33,2027.49,1.12027,6.61046,7.7956,7.75601,0,0,0,1170.14,0.5,0.446322,0,0,0,2340.29
qmof-14bc777,94.6189,1314.05,1043.1,1.25975,3.35999,4.68196,4.66683,0,0,0,205.648,0.2856,0.226711,0,0,0,720.057
qmof-14c725f,1795.65,1726.6,4298.01,0.401721,14.19008,20.49195,20.49195,0,0,0,8634.02,0.8302,2.06661,0,0,0,10399.9
qmof-14ca94e,0,0,0,2.15461,0.93642,1.89036,1.89036,0,0,0,0,0,0,0,0,0,931.142
qmof-14d0875,1821.51,1702.94,2396.53,0.710586,12.80815,20.1615,20.1615,0,0,0,8292.78,0.7753,1.09107,0,0,0,10696.2
qmof-14d6317,1066.33,1527.95,5634.45,0.27118,12.4049,17.21862,16.71022,0,0,0,6008.74,0.861,3.17501,0,0,0,6978.79
qmof-14e4ce3,0,0,0,1.78789,0.8533,1.75098,1.73863,0,0,0,0,0,0,0,0,0,514.516
qmof-14e7e8b,1680.8,1645.98,4400.35,0.374058,15.16139,20.35527,20.33873,0,0,0,8401,0.8227,2.19939,0,0,0,10211.5
qmof-14efc5e,470.517,1998.29,1859.6,1.07458,5.56543,8.10721,8.10721,0,0,0,1044.03,0.4434,0.412628,0,0,0,2354.6
qmof-14f024a,397.211,1705.82,1128.97,1.51095,3.47831,7.53961,7.53961,0,0,0,927.7,0.3984,0.263676,0,0,0,2328.56
qmof-14f2341,0,0,0,1.91333,0.88955,1.83643,1.83365,0,0,0,0,0,0,0,0,0,984.381
qmof-14f3975,0,0,0,2.19594,0.9794,1.80091,1.78305,0,0,0,0,0,0,0,0,0,460.45
qmof-14f9393,175.763,2106.6,2090.83,1.00754,4.48021,5.65413,5.65245,0,0,0,402.904,0.4829,0.479284,0,0,0,834.343
qmof-14fb11d,860.667,1904.1,5686.66,0.334836,12.56852,16.59066,16.59066,0,0,0,3763.41,0.8326,2.48659,0,0,0,4520.07
qmof-14fcdee,359.738,2188.63,2084.4,1.05,3.40256,6.07535,5.93758,0,0,0,717.79,0.4367,0.415904,0,0,0,1643.67
qmof-1502f04,193.013,1626.23,1683.6,0.965928,7.51533,7.82066,7.82066,0,0,0,547.741,0.4615,0.477779,0,0,0,1186.87
qmof-150730f,0,0,0,2.17597,1.38097,2.43139,2.42811,0,0,0,0,0,0,0,0,0,923.605
qmof-150781e,0,0,0,1.94252,1.06521,2.83118,1.78898,0.0292205,0.264265,0.136043,0,0,0,0,0,0,1105.73
qmof-1507a40,0,0,0,3.43404,1.03018,2.09818,2.05707,0,0,0,0,0,0,0,0,0,766.79
qmof-150e43b,207.081,1751.26,1959.6,0.893685,7.66059,8.0464,8.0464,0,0,0,577.281,0.4882,0.546278,0,0,0,1182.47
qmof-15285c1,0,0,0,2.44906,0.95565,1.99044,1.80537,0,0,0,0,0,0,0,0,0,866.823
qmof-15463ec,761.914,1944.69,4364.89,0.445529,9.6766,12.7123,12.7123,0,0,0,3183.32,0.8125,1.82368,0,0,0,3917.93
qmof-1547839,0,0,0,1.56723,1.17968,2.33817,2.31951,0,0,0,0,0,0,0,0,0,925.897
qmof-1548d62,0,0,0,1.51724,1.03687,2.1836,2.16408,0,0,0,0,0,0,0,0,0,1151.08
qmof-155cb35,123.449,729.59,616.885,1.1827,3.90806,4.90487,4.90487,0,0,0,274.954,0.1625,0.137397,0,0,0,1692.03
qmof-155e913,0,0,0,1.32545,1.68089,3.6794,3.66757,62.0071,260.948,196.874,0,0,0,178.217,0.075,0.0565844,2376.22
qmof-1560746,365.614,1903.41,1897.41,1.00316,5.20211,6.95074,6.35718,0,0,0,803.679,0.4184,0.417082,0,0,0,1920.84
qmof-156367b,650.939,2189.5,2585.03,0.846991,8.16837,8.6917,8.68704,0,0,0,1542.1,0.5187,0.612403,0,0,0,2973.01
qmof-156cc42,0,0,0,2.34334,1.1991,1.88394,1.88394,0,0,0,0,0,0,0,0,0,397.934
qmof-157e47f,813.93,2042.9,3991.5,0.511811,10.95477,12.34943,12.34943,0,0,0,2722.8,0.6834,1.33526,0,0,0,3984.2
qmof-1586837,366.707,1734.93,1752.78,0.989822,3.59094,5.0635,5.05968,0,0,0,769.586,0.3641,0.367844,0,0,0,2113.67
qmof-158f8fd,368.504,2332.19,3098.07,0.752787,6.81438,7.89323,7.87681,0,0,0,980.915,0.6208,0.824668,0,0,0,1580.08
qmof-1590633,830.634,2143.25,4858.31,0.44115,9.5181,13.13167,13.13167,0,0,0,2962.5,0.7644,1.73274,0,0,0,3875.59
qmof-1592e39,989.384,1983.29,3759.39,0.527555,9.16884,15.23751,15.21626,0,0,0,3885.63,0.7789,1.47643,0,0,0,4988.61
qmof-1594a7d,158.67,1427.93,1586.04,0.900312,10.45281,10.91951,10.91951,0,0,0,547.148,0.4924,0.546922,0,0,0,1111.19
qmof-1594bd7,0,0,0,2.08547,0.80592,1.74687,1.68652,0,0,0,0,0,0,0,0,0,912.525
