f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,MOFname,0
92.9605,161.5088,208.4316,195.7152,2692,2740,3764,2420,11,20,26,24,46,96,98,88,7.2962,13.6138,18.6888,15.1044,3.7249,18.3736,25.5532,57.1666,2209,1034,1457,2867,1,3,5,11,9,24,48,84,1.6384,2.8544,4.9024,9.6896,0,-3.73,-3.59,-8.39,0,119,204,456,0,0,0,0,0,1,-1,5,0,1.61,2.57,6.51,195.0284,423.5092,735.5532,978.7042,659,1528,2406,2854,32,66,118,152,184,470,712,838,11.5256,28.9998,46.1766,59.1232,10.1056,13.82186667,30.93226667,34.5952,54,74.66666667,147.6666667,119,1,1.666666667,3.666666667,4.666666667,3,9.666666667,18,18.66666667,0.552633333,0.9525,1.882766667,1.985,45.87,124.5666667,226.455076,258.1360993,0,0.786666667,1.54,2.806666667,0,1.666666667,6,15.66666667,0,0,0,0,0,-2.333333333,-2.666666667,0,0,-0.033333333,0.213333333,0.853333333,0,-5.9,-5.871406667,-0.349923333,10.6816,17.94951111,24.52391111,38.89386667,57.33333333,96.44444444,132.7777778,152.6666667,1,1.888888889,2.777777778,5,4.555555556,10.66666667,19.77777778,25.66666667,0.546055556,1.054166667,1.569077778,2.256966667,39.94333333,103.6822222,182.1577778,271.125228,0,0.282222222,1.246666667,3.653333333,0,0.555555556,2.666666667,16.33333333,0,0,0,0,0,-0.111111111,-2.333333333,-0.666666667,0,-0.011111111,-0.053333333,0.673333333,0,-2.366666667,-9.2,-8.11422,qmof-e1cb3fa,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qmof-e1d3c58,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qmof-e1e0bff,0
217.2248,456.9804,979.348,929.8916,1096,2416,5180,4048,28,76,128,136,228,676,1068,992,18.7612,53.8348,84.048,78.9416,0.9604,13.4848,10.6134,13.8964,9,96,66,87,1,4,5,5,16,44,60,56,1.7689,3.8836,5.3333,4.4821,0,-9.84,-5.93,-9.28,0,-20,-7,-14,0,0,0,0,0,5,5,6,0,2.4,2.64,3.28,106.6916,166.719,288.8484,359.541,530,816,1248,1410,12,22,36,42,58,136,144,98,5.8428,11.4422,16.8564,17.9146,11.8336,8.772,22.10773333,36.06266667,64,48,109.3333333,162.6666667,1,1,2.333333333,3.666666667,1,3.333333333,6,6.333333333,0.5329,0.5621,1.194766667,1.720366667,28.09,59.89,106.542561,130.5943497,0,0.89,1.6,2.13,0,2,5,9,0,0,0,0,0,-2.333333333,-3.666666667,-2.666666667,0,-0.04,0.066666667,0.32,0,-6,-7.735703333,-5.20711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,qmof-e1e57f0,
136.6435,243.0072,446.8308,792.6408,3470,5256,7966,7272,19,36,62,104,98,264,372,344,13.5752,28.0116,47.4702,63.7884,2.8561,30.8256,43.095,72.9404,2304,2016,2880,4224,1,6,10,18,36,96,168,204,2.1904,6.66,11.396,16.5168,0,-8.1,-8.6,-12.74,0,246,420,776,0,0,0,0,0,20,32,74,0,4.38,7.1,15.48,277.8036,599.482,949.9724,1204.7274,1062,2380,3284,3324,44,92,148,190,240,596,828,890,17.638,43.0596,63.0772,71.8046,9.2416,11.628,18.3616,11.8408,49,63,105,49,1,1.5,2.5,1.5,2.5,7,8.5,7,0.5625,0.86625,1.2375,0.70875,54.76,125.43,188.752614,85.866307,0,0.735,1.56,0.665,0,1.5,2.5,3.5,0,0,0,0,0,-1.5,0,-0.5,0,-0.03,0.225,0.18,0,-5.85,-7.00711,-0.503555,8.597,11.0305,17.1574,22.9364,156.25,82.75,127.5,70.25,1,1.5,2,3,3,7,10.5,11.25,0.79405,0.89135,1.2299,1.1905,208.8925,174.7306535,169.0775,136.7133763,0,0.6925,0.36,2.46,0,7.5,5.75,12.75,0,0,0,0,0,-0.5,-1,1.25,0,0.2,0.11,0.62,0,1.3232225,1.575,-1.4624425,qmof-e1eb1d3,
170.617,313.248,672.9868,916.608,2698,5784,7408,8352,20,44,76,112,120,308,428,512,13.5636,32.8444,52.3932,69.5088,2.7225,27.72,25.245,57.255,900,1170,1080,2310,1,5,6,12,25,55,90,145,1.7161,4.8077,6.0522,11.3184,0,-8.55,-5.4,-14.9,0,111,144,283,0,0,0,0,0,14,12,31,0,2.88,3.24,7.08,167.0188,338.7443333,515.8310667,637.6906667,728,1477.333333,2166.666667,2302.666667,24,50,76,97.33333333,126,311.3333333,442.6666667,490.6666667,10.62533333,24.80073333,36.28813333,41.9228,10.9696,11.016,24.62026667,20.968,59,60,123.6666667,85,1,1.333333333,2.666666667,2.666666667,2,6,8.666666667,8,0.542766667,0.759733333,1.39,1.219466667,36.98,95.67333333,138.5908713,141.0792807,0,0.92,1.066666667,2.19,0,2,3.666666667,9,0,0,0,0,0,-2,-1.666666667,-2,0,-0.04,0.093333333,0.32,0,-6.6,-4.935703333,-6.40711,7.889066667,10.89333333,12.25786667,19.66533333,42.66666667,37.33333333,66.66666667,85.33333333,0.666666667,1.333333333,1.333333333,2.333333333,2.666666667,5.333333333,7.333333333,11.33333333,0.355266667,0.5548,0.7446,1.1169,18.72666667,55.85178867,72.96333333,115.7417887,0,1.42,1.023333333,2.31,0,6,2.333333333,8,0,0,0,0,0,0,-1,-1,0,0.213333333,-0.046666667,0.173333333,0,-3.471406667,-6.7,-9.471406667,qmof-e1ec978,
155.32675,305.809,593.4494,896.188,3931,4010,5759,4656,23.5,50,89,133,139,380,617,733,12.88355,32.2854,53.7413,70.4227,3.0992,22.268,26.6124,14.41,3242,1426,1692,3500,1,5.5,7,6,32.5,75.5,107,126,2.2185,6.38295,8.4285,8.7894,0,-7.68,-9.27,-5.85,0,189.5,212,61,0,0,0,0,0,20,26,18,0,4.28,5.66,4.16,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,8.024222222,8.613333333,3.366518519,4.865125926,43.22222222,46.66666667,16.07407407,19.7037037,1,1.111111111,0.444444444,0.62962963,1.333333333,2.222222222,2.37037037,2.592592593,0.576011111,0.641666667,0.234444444,0.294722222,87.17333333,92.91111111,33.44093437,37.20354385,0,0.108888889,0.243703704,0.313703704,0,0.222222222,0.814814815,1.592592593,0,0,0,0,0,-0.222222222,-0.296296296,-0.037037037,0,-0.004444444,0.020740741,0.079259259,0,-0.866666667,-1.230156296,-0.368246667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,qmof-e1fba52,
494.5144,1101.8872,2091.7416,3025.6748,12328,23808,37060,39124,74,172,308,456,488,1368,2292,2960,44.1554,117.9244,205.2624,278.9256,2.8561,25.5359,30.86785,62.1244,2304,2400,4176,4200,1,5,7.5,13.5,26,68,126,169,2.1904,6.105,9.5978,14.3782,0,-6.66,-5.59,-13.945,0,190,273,560.5,0,0,0,0,0,13,14.5,36,0,3.275,4.615,10.265,93.1002,177.939,266.1136,279.463,652,948,1410,1284,13,26,38,42,64,150,190,164,6.6368,13.7676,19.2438,19.078,9.458922222,11.89858333,24.34960556,25.91247778,93.41666667,76.33333333,155.3611111,145.4722222,1,1.527777778,3.055555556,3.388888889,2.583333333,7.75,11.86111111,13.75,0.647202778,0.918438889,1.702925,1.827136111,109.885,147.5277778,256.6355463,287.5212557,0,0.770277778,1.376944444,1.703888889,0,3.555555556,7.055555556,12.47222222,0,0,0,0,0,-2,-1.805555556,-2.75,0,0.016388889,0.210277778,0.374166667,0,-4.208333333,-3.981530278,-1.177357222,3.944533333,2.924,6.868533333,5.848,21.33333333,16,37.33333333,32,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,2,0.177633333,0.187366667,0.365,0.374733333,9.363333333,19.96333333,29.32666667,39.92666667,0,0.296666667,0.296666667,0.593333333,0,0.666666667,0.666666667,1.333333333,0,0,0,0,0,-0.666666667,-0.666666667,-1.333333333,0,-0.013333333,-0.013333333,-0.026666667,0,-2,-2,-4,qmof-e203bf0,
203.7418,392.16,843.666,934.992,4648,8832,18960,20160,23,56,96,132,152,416,720,864,17.3495,44.092,76.776,102.5796,2.7225,22.704,20.79,63.7065,900,960,3240,2700,1,4,6,12,16,40,84,108,1.7161,3.8252,8.1744,11.6328,0,-7.16,-2.7,-18.81,0,88,72,270,0,0,0,0,0,6,3,21,0,2.32,1.62,6.84,140.4174667,259.1637333,416.8596,442.0895333,2669.333333,2321.333333,3794.666667,6848.666667,17.33333333,36,55.33333333,60,91.33333333,222,306,281.3333333,11.05703333,22.48493333,34.59293333,39.05386667,11.8336,8.772,20.6056,17.6128,64,48,112,149.3333333,1,1,2,2,1,3,4,5.333333333,0.5329,0.5621,1.095,1.245866667,28.09,59.89,87.98,148.4,0,0.89,0.89,1.76,0,2,2,-2.666666667,0,0,0,0,0,-2,-2,-3.333333333,0,-0.04,-0.04,-0.246666667,0,-6,-6,-17.4,8.652433333,12.51851667,23.4833,33.30808333,531,206.6666667,329.3333333,1140,1,1.666666667,3,4.333333333,3.5,8.833333333,14.16666667,14.83333333,0.999925,1.276458333,2.201725,3.794466667,310.8391667,296.9156402,523.3339945,1064.491108,0,0.2625,0.5725,0.400833333,0,17.75,36.08333333,33.91666667,0,0,0,0,0,-1.166666667,-2.666666667,-1.333333333,0,0.340833333,0.665833333,0.68,0,9.3744075,18.35774083,18.96488917,qmof-e2065ab,
109.3657,185.1424,393.3688,613.632,5238,10080,11854,8736,15,28,54,80,82,216,262,176,11.7828,24.8688,46.006,55.8096,2.8561,30.5552,34.476,65.8762,2304,4704,2304,2784,1,6,8,16,36,84,144,192,2.1904,7.8144,9.1168,13.4384,0,-7.94,-6.88,-11.94,0,190,336,710,0,0,0,0,0,22,24,64,0,3.6,5.68,14.6,129.8073,287.538,454.9412,482.435,480,1128,1472,1166,21,44,70,80,114,280,390,372,8.2557,20.328,29.1698,28.4976,9.2416,15.504,29.6248,17.784,49,84,101.5,52.5,1,2,4,2.5,4,12,16,10,0.5625,1.155,1.7025,0.99375,54.76,167.24,219.515228,133.648921,0,0.98,2.415,1.75,0,2,13.5,10,0,0,0,0,0,-2,0,0,0,-0.04,0.73,0.55,0,-7.8,-0.06422,0.439335,9.2416,23.256,51.4976,22.192,49,126,161,91,1,3,7,3,9,30,36,21,0.5625,1.7325,2.8275,1.4325,54.76,250.86,355.410456,200.592614,0,1.47,4.34,1.82,0,3,26,8,0,0,0,0,0,-1,9,2,0,-0.06,1.48,0.34,0,-11.7,3.77156,-4.90711,qmof-e209021,
83.8879,139.872,202.3112,299.472,1342,2328,2978,1632,11,20,28,36,48,112,126,88,7.4643,14.6236,21.0468,20.482,2.7225,21.384,25.245,54.351,900,900,1080,1800,1,4,6,12,16,40,72,88,1.7161,3.8776,6.0522,9.7988,0,-6.36,-5.4,-13.14,0,90,144,300,0,0,0,0,0,6,6,26,0,2.28,3.24,8.24,227.1552,494.8338,777.3653,885.1145,960,2163,3104,3002,34,73,114,137,187,465,671,713,14.8706,36.0141,53.2008,57.4723,10.5376,12.138,26.2324,12.648,56.5,66,112,69,1,1.5,3,1.5,2.5,7.5,9,6,0.5477,0.85855,1.3875,0.85085,41.425,113.565,132.102614,101.7,0,0.935,1.285,1.135,0,2,7,2.5,0,0,0,0,0,-2,-0.5,-2.5,0,-0.04,0.36,-0.05,0,-6.9,-0.10711,-7.95,10.5376,14.6346,28.4421,25.5015,56.5,79.125,139.125,105.75,1,1.75,3.3125,3.3125,3.75,10.6875,16.375,15.5625,0.5477,0.9973,1.72546875,1.56006875,41.425,123.6475,197.797557,196.7104408,0,0.87375,1.508125,2.416875,0,1.875,5.3125,9.9375,0,0,0,0,0,-1.3125,-0.5625,-0.375,0,-0.0375,0.14375,0.36375,0,-6.4125,-6.672305,-7.37674875,qmof-e20ca81,
146.9498,255.456,424.9888,559.488,2570,4632,5440,4728,18,36,52,68,88,208,252,252,12.4978,26.7708,37.642,41.5612,2.7225,22.044,21.0375,45.3255,900,930,900,1680,1,4,5,10,16,36,60,88,1.7161,3.8514,5.0435,8.8818,0,-6.76,-4.5,-10.97,0,89,120,244,0,0,0,0,0,7,5,18,0,2.3,2.7,6.32,217.4415333,449.8466667,730.6190667,910.6924,885.3333333,1866.666667,2702.666667,2830,32.66666667,68,110.6666667,144.6666667,178.6666667,448,648,734,13.61553333,32.5564,48.74893333,57.25793333,10.9696,11.016,23.36373333,18.73866667,59,60,107.3333333,82.66666667,1,1.333333333,2.666666667,2.333333333,2,6,8,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0,0.92,1.48,1.91,0,2,6,7,0,0,0,0,0,-2,-1.333333333,-2.333333333,0,-0.04,0.213333333,0.193333333,0,-6.6,-4.671406667,-7.371406667,10.9696,15.28177778,34.86506667,30.54364444,59,75.77777778,130.6666667,119.4444444,1,1.888888889,4.333333333,3.888888889,4.333333333,15.11111111,20.77777778,18.55555556,0.542766667,1.012255556,1.8625,1.751988889,36.98,128.8550407,208.9785613,203.6318593,0,1.358888889,2.763333333,2.908888889,0,3.888888889,14.33333333,12.88888889,0,0,0,0,0,-1.888888889,2.222222222,0.444444444,0,0.033333333,0.713333333,0.52,0,-7.723802222,-2.11422,-6.566615556,qmof-e20ebfa,
113.4534,230.298,298.2072,313.6568,4890,3392,4912,3308,16,32,48,44,80,172,188,200,9.5118,19.0816,27.3564,23.6924,3.7249,11.7344,24.9742,30.5712,2209,658,1034,1551,1,2,5,6,4,14,22,34,1.6384,1.92,3.8528,5.3504,0,-2.22,-3.29,-4.26,0,80,213,249,0,0,0,0,0,-3,-1,-5,0,1.06,3.39,3.5,76.1779,146.6812,246.7762,240.4768,337,652,904,676,10,20,34,32,54,130,152,60,4.3802,9.7344,14.4618,11.0476,9.2416,12.9808,24.0768,36.4192,49,70,115.5,122.5,1,1.5,3,4.5,2.5,7,13,7.5,0.5625,0.85125,1.5675,1.80375,54.76,103.23,203.526307,177.361535,0,0.29,1.2,1.7,0,0.5,4.5,14,0,0,0,0,0,-2,-4,1,0,-0.01,0.16,0.97,0,-2.85,-5.303555,9.332225,11.8336,14.0008,25.9548,34.2452,64,76,108,152,1,1.5,3,3.5,2.5,7.5,12,7,0.5329,0.83585,1.387,1.63155,28.09,79.5,133.332683,121.142683,0,1.09,2.775,2.085,0,2.5,10.5,9,0,0,0,0,0,-2,-2.5,-0.5,0,-0.05,0.29,0.32,0,-7.05,-9.25711,-4.30711,qmof-e210593,
401.9576,767.4696,2516.724,2323.0336,10428,22432,20000,15088,54,124,288,316,468,1480,1776,1540,27.1798,86.8484,152.812,150.5396,1.4884,39.7964,20.923,33.4524,4356,5016,2112,3960,1,10,7,10,100,250,170,260,2.7889,12.3246,7.6653,12.024,0,-20.42,-8.61,-15.22,0,584,430,600,0,0,0,0,0,75,53,74,0,9.32,7.1,9.5,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,11.32587619,7.720428571,13.25727619,13.16771429,61.33333333,42.28571429,62.47619048,67.42857143,1,0.904761905,1.428571429,1.619047619,1.476190476,3.285714286,4.19047619,6.571428571,0.538614286,0.5115,0.711533333,0.863133333,37.57571429,60.64333333,71.679338,108.1724463,0,0.381428571,0.765238095,1.168571429,0,0.857142857,2.952380952,3.428571429,0,0,0,0,0,-0.857142857,-1.238095238,-2.666666667,0,-0.017142857,0.083809524,0.026666667,0,-2.571428571,-2.37346,-6.134687619,2.640457143,6.644571429,16.36388571,0,14,36,30,0,0.285714286,0.857142857,2.285714286,0,2.571428571,9.428571429,6.857142857,0,0.160714286,0.495,0.711428571,0,15.64571429,71.67428571,77.91094229,0,0,0.42,1.565714286,0,0,0.857142857,11.71428571,0,0,0,0,0,0,-0.571428571,4.571428571,0,0,-0.017142857,0.765714286,0,0,-3.342857143,6.38578,0,qmof-e212836,
217.3017,402.8928,1091.5238,1170.7008,1620,4496,8160,9904,24,58,114,154,172,476,818,966,15.9177,43.4642,77.4406,102.2438,2.5921,29.53813333,22.78686667,64.42146667,169,554.6666667,654.3333333,1213.333333,1,5.333333333,6.333333333,12.66666667,28.66666667,62.66666667,122.6666667,145.3333333,1.5876,4.9056,7.2114,11.8524,0,-9.76,-3.956666667,-19.62,0,26.66666667,32,71.33333333,0,0,0,0,0,17,11,40,0,2.826666667,2.256666667,6.553333333,213.4176,464.3855,745.0454,927.8744,939,2072,3200,3482,31,69,112,144,193,541,804,880.6666667,13.9751,34.9989,54.0844,64.37226667,11.8336,6.579,15.4542,9.8685,64,36,84,54,1,0.75,1.5,1.125,0.75,2.25,2.625,3,0.5329,0.421575,0.82125,0.6323625,28.09,44.9175,65.985,67.37625,0,0.6675,0.6675,1.00125,0,1.5,1.5,2.25,0,0,0,0,0,-1.5,-1.125,-1.875,0,-0.03,-0.03,-0.045,0,-4.5,-4.5,-6.75,6.9312,15.846,14.535,28.54243333,36.75,42,78.75,133.1458333,0.75,2.25,1.875,3.75,6.75,12.375,20.25,31.625,0.421875,0.849375,1.0828125,1.944375,41.07,112.743921,156.7875,272.1116977,0,1.6275,0.91875,2.011041667,0,9.75,1.875,7.229166667,0,0,0,0,0,2.625,-1.125,0.708333333,0,0.555,-0.0375,0.22,0,1.414335,-7.3125,-9.021851042,qmof-e2185c7,
168.161,321.088,611.353,965.3568,2342,5152,7604,6400,22,44,76,120,124,348,492,460,12.5414,29.0404,48.5468,62.3032,3.6481,32.088,36.4046,71.4149,784,1092,1680,2212,1,5,8,13,25,70,110,140,1.4641,4.4407,7.018,10.8779,0,-7.25,-3.78,-12.56,0,101,164,285,0,0,0,0,0,11,18,37,0,2.38,3.88,6.74,174.9885,348.789,544.0004,647.453,780,1572,2276,2348,25,52,80,100,132,324,456,498,11.3601,26.2108,38.2304,43.3608,10.9696,11.016,23.36373333,18.73866667,59,60,107.3333333,82.66666667,1,1.333333333,2.666666667,2.333333333,2,6,8,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0,0.92,1.48,1.91,0,2,6,7,0,0,0,0,0,-2,-1.333333333,-2.333333333,0,-0.04,0.213333333,0.193333333,0,-6.6,-4.671406667,-7.371406667,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,qmof-e218f10,
216.734,413.5808,889.2024,1203.9296,2598,6408,8604,8016,26,56,100,144,164,448,588,544,16.8032,40.5104,66.6,84.42,3.5344,37.2992,33.558,63.0364,729,1242,1134,1674,1,6,7,13,36,84,126,174,1.5876,5.5692,6.7914,10.4958,0,-8.56,-4.69,-9.09,0,116,147,289,0,0,0,0,0,22,21,49,0,3.14,3.43,8.05,149.6588,311.916,481.6752,570.5045,617,1320,1836,1799,23,48,74,92,122,300,418,438,9.8383,23.3464,33.6842,36.88,10.5376,12.138,24.7428,19.336,56.5,66,105,76,1,1.5,3,2.5,2.5,7.5,10,8,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0,0.935,1.775,1.975,0,2,8,8.5,0,0,0,0,0,-2,-1,-1.5,0,-0.04,0.34,0.33,0,-6.9,-4.00711,-5.05711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,qmof-e21b1d7,
121.4476,233.594,501.514,607.104,1483,3532,5074,3312,15,32,58,72,90,240,342,248,9.9042,23.6876,40.1498,40.8408,3.61,37.696,38.76,62.244,841,1334,1392,1740,1,6,8,12,36,84,144,144,1.9044,6.0996,8.5008,10.3224,0,-8.44,-5.2,-9.96,0,128,184,288,0,0,0,0,0,22,24,48,0,3.86,4.88,9.08,97.9402,189.3129,275.3292,284.1189,653,1180,1452,1456,14,28,40,43,68,157,190,165,6.7737,14.7849,19.6086,19.1203,10.9696,11.016,23.36373333,22.8208,59,60,107.3333333,104,1,1.333333333,2.666666667,2.333333333,2,6,8,4.666666667,0.542766667,0.759733333,1.3,1.088033333,36.98,95.67333333,136.635076,87.56174267,0,0.92,1.48,0.723333333,0,2,6,4.333333333,0,0,0,0,0,-2,-1.333333333,0.333333333,0,-0.04,0.213333333,0.246666667,0,-6.6,-4.671406667,0.628593333,2.2188,4.4118,6.579,12.556,85.33333333,117.3333333,96,138.6666667,0.333333333,0.666666667,1,2,1.333333333,3.333333333,6,9.333333333,0.3468,0.6086,0.7854,1.2988,125.4533333,198.5266667,219.22,350.5852893,0,0.01,0.03,0.293333333,0,3.333333333,10,23.33333333,0,0,0,0,0,-0.333333333,-1,-0.666666667,0,0.083333333,0.25,0.766666667,0,2.7,8.1,20.72859333,qmof-e21bd0e,
91.078,157.208,286.117,314.072,1330,2816,2482,1184,11,22,32,38,58,146,158,96,6.4331,15.1402,18.9228,16.6878,2.7225,28.38,19.8825,23.3145,900,1200,600,990,1,5,5,5,25,55,55,70,1.7161,4.7815,3.9955,4.9649,0,-8.95,-3.8,-5.88,0,110,130,117,0,0,0,0,0,14,14,11,0,2.9,3.5,2.76,144.6296,268.362,434.8696,520.0574,662,1224,1804,1808,19,38,60,74,98,238,316,322,8.6547,19.0498,27.7264,31.0374,11.8336,8.772,20.2616,25.6538,64,48,110,98,1,1,2,3,1,3,5,6.75,0.5329,0.5621,1.09865,1.314,28.09,59.89,90.7625,124.3321037,0,0.89,0.99,2.8625,0,2,2.25,11.75,0,0,0,0,0,-2,-3,-3.75,0,-0.04,-0.045,0.39,0,-6,-6.525,-7.5588875,10.5376,16.014,37.1916,30.3256,56.5,87,157.5,149.5,1,2,4.5,3.5,5,16.5,21.5,16.5,0.5477,1.1473,2.10375,1.82585,41.425,155.375,239.058921,199.406307,0,1.18,2.24,1.4,0,2.5,11,5,0,0,0,0,0,-1.5,3,1,0,-0.05,0.53,0.15,0,-8.85,-3.460665,-6.353555,qmof-e21ce63,
87.457,162.4368,239.6826,327.9696,5190,4336,8762,3984,12,22,34,42,56,132,152,110,8.0368,14.4832,21.1248,21.024,3.7249,16.598,21.4423,28.1587,2209,940,3102,1598,1,2.5,5,4.5,8.5,24,29,23.5,1.6384,2.336,4.3648,4.256,0,-3.775,-1.46,-5.905,0,97.5,169,177.5,0,0,0,0,0,1,6,5,0,1.375,2.99,2.435,170.7055,312.6334,557.8272,578.5578,1218,2596,2982,3216,22,44,74,82,118,280,378,430,10.7828,24.8908,36.5378,40.4162,11.8336,8.8752,32.4392,17.544,64,128,176,96,1,1,3,2,1,4,5,6,0.5329,0.7446,1.6279,1.1242,28.09,102.82,116.07,119.78,0,0.86,0.89,1.78,0,-8,2,4,0,0,0,0,0,-3,-2,-4,0,-0.29,-0.04,-0.08,0,-14.1,-6,-12,10.3544,16.89285714,24.8024,22.98411429,118.8571429,218.2857143,169.1428571,201.1428571,1,2,2.571428571,2.857142857,5.714285714,10.28571429,11.42857143,17.71428571,0.6779,1.407,1.539628571,1.785114286,127.5957143,221.4882404,208.7057143,294.5622669,0,0.067142857,0.78,1.397142857,0,6.428571429,7.428571429,12.85714286,0,0,0,0,0,1.142857143,-0.857142857,-1.142857143,0,0.2,0.108571429,0.271428571,0,5.598984286,-0.514285714,0.312254286,qmof-e21e341,
