f-Z-0-all,f-T-1-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-T-2-all,mc-S-0-all,mc-S-2-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-2-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-Z-3,f-lig-S-0,lc-chi-0-all,lc-chi-1-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-2-all,lc-T-3-all,lc-S-0-all,lc-S-3-all,lc-alpha-1-all,lc-alpha-3-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-1-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-T-0-all,func-T-3-all,func-S-0-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,ASA_A^2,Density,Largest_free_sphere,NASA_A^2,Unitcell_volume,outputs.pbe.bandgap,MOFname
7482.0,954.0,3.61,24.624,29.07,52.364,841.0,870.0,1044.0,1624.0,6.0,76.0,1.9044,6.3756,-5.36,-3.9,-8.56,86.0,138.0,234.0,5.0,3.66,7.02,3354.0,16.5158,10.5376,12.138,56.5,66.0,136.25,155.75,3.25,12.5,0.5477,2.0118,113.565,197.4933418,0.935,1.4775,2.16,2.0,-2.25,-2.75,-0.5,0.145,0.635,-6.9,-6.428555,0.1125575,10.5376,56.5,69.5,108.5,77.0,5.0,9.5,0.5477,1.395,0.9786,41.425,130.241307,146.532614,103.3088415,1.355,1.53,1.51,5.0,7.5,5.5,0.0,1.0,-2.5,0.15,0.35,0.14,-5.453555,-2.05711,-5.603555,0.0,1.79966,1.30271,4.1985,1448.84,0.456386,qmof-f62c223
3439.0,636.0,3.3489,37.0392,34.6968,97.539,676.0,1222.0,2288.0,3016.0,8.0,180.0,1.5625,8.9,-9.26,-4.32,-20.36,109.0,120.0,352.0,18.0,2.88,9.8,3308.0,15.4651,11.3152,10.1184,61.0,55.2,109.2,102.0,2.4,8.4,0.53882,1.24586,81.36,145.996,0.908,1.244,1.718,2.0,-2.0,-1.6,-3.8,0.112,-0.076,-6.36,-5.202844,-11.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.01,0.761729,5.78196,0.0,4950.4,0.421385,qmof-ef5f30c
6492.0,856.0,3.7249,17.6016,33.0995,47.1885,2209.0,987.0,1504.0,2115.0,7.0,51.0,1.6384,5.8752,-3.33,-3.64,-5.15,120.0,297.0,425.0,4.0,4.37,6.3,568.0,4.9109,9.2416,11.628,49.0,63.0,99.75,164.5,3.0,14.0,0.5625,2.090625,125.43,295.523921,0.735,1.7325,2.3475,1.5,-2.0,-2.75,-4.0,0.24,0.4,-5.85,-6.6053325,-8.485665,5.26965,56.0,108.0,90.0,76.0,2.375,6.25,0.3298875,0.8068125,0.760725,57.57875,104.5175,98.33125,128.5972418,0.00375,0.34125,0.665,1.25,3.25,7.0,0.125,-0.5,-0.5,0.03125,0.0475,0.1475,1.0125,-0.225,0.88661125,0.0,1.89165,0.88652,0.0,1412.33,1.595749,qmof-00973d4
2698.0,308.0,2.7225,27.72,25.245,56.595,900.0,1170.0,1080.0,2280.0,6.0,90.0,1.7161,6.0522,-8.55,-5.4,-14.5,111.0,144.0,284.0,12.0,3.24,7.06,3318.0,15.59545,10.9696,11.016,59.0,60.0,121.3333333,99.0,2.666666667,11.33333333,0.542766667,1.411966667,95.67333333,168.952614,0.92,1.2,2.353333333,2.0,-2.0,-2.333333333,-3.0,0.086666667,0.313333333,-6.6,-5.635703333,-7.70711,10.1056,54.0,109.6666667,160.6666667,169.6666667,6.333333333,30.33333333,0.552633333,2.172366667,2.542233333,45.87,155.8933333,264.9559473,314.3160993,0.653333333,2.116666667,3.83,1.333333333,8.666666667,18.0,-0.333333333,1.0,2.0,-0.026666667,0.326666667,0.806666667,-5.2,-6.90711,-7.049923333,298.616,1.34563,3.65766,0.0,3837.3,1.998621,qmof-4412024
11362.0,272.0,3.61,19.494,20.76066667,37.26533333,841.0,3857.0,2165.333333,2068.666667,4.666666667,58.66666667,1.9044,6.624,-3.293333333,-2.06,-5.68,-26.66666667,60.66666667,141.3333333,2.666666667,1.64,4.64,2396.0,11.8588,9.2416,16.2488,49.0,87.5,115.5,115.5,3.5,17.0,0.5625,1.71375,152.81,227.972614,0.735,1.82,1.82,1.5,-1.5,-1.5,-1.5,0.34,0.34,-5.85,-4.90711,-4.90711,9.2416,49.0,98.0,140.0,175.0,9.0,33.0,0.5625,1.995,2.295,54.76,171.732614,255.352614,305.62,1.33,1.82,1.47,7.0,8.0,3.0,2.0,3.0,1.0,0.36,0.34,-0.06,-1.00711,-4.90711,-11.7,0.0,3.00737,0.98688,0.0,1788.11,1.179328,qmof-4d203e9
5506.0,456.0,2.8561,34.2056,28.7131,57.291,2304.0,2256.0,4032.0,3600.0,7.0,144.0,2.1904,9.028,-10.1,-5.16,-13.62,241.0,252.0,501.0,18.0,4.26,9.08,1241.333333,7.3404,11.2576,10.268,60.66666667,56.0,118.2222222,85.77777778,2.444444444,8.222222222,0.539477778,1.247077778,83.74555556,141.1118393,0.91,1.096666667,2.505555556,2.0,-2.0,-2.333333333,-2.777777778,0.044444444,0.351111111,-6.4,-5.757135556,-7.252344444,6.161066667,32.66666667,60.66666667,93.33333333,60.66666667,6.0,14.0,0.375,1.33,0.955,36.50666667,133.7284093,170.235076,133.7284093,1.213333333,1.213333333,1.213333333,5.333333333,5.333333333,5.333333333,1.333333333,2.0,1.333333333,0.226666667,0.226666667,0.226666667,-3.271406667,-3.271406667,-3.271406667,0.0,2.12817,0.91863,0.0,1078.68,3.22784,qmof-296e43b
1716.0,376.0,2.7225,25.74,52.3875,79.8435,900.0,1080.0,1740.0,2160.0,13.0,198.0,1.7161,11.0171,-7.35,-10.3,-15.39,114.0,332.0,528.0,27.0,8.62,14.84,4048.0,19.0364,10.5376,12.138,56.5,66.0,138.25,174.25,4.0,21.5,0.5477,2.582275,113.565,289.2959955,0.935,2.3525,3.465,2.0,-3.0,-3.25,0.25,0.42,1.205,-6.9,-6.2088875,3.5518925,5.9168,32.0,24.0,56.0,64.0,0.5,1.0,0.26645,0.5475,0.5329,14.045,29.945,43.99,28.09,0.445,0.445,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,-0.02,-0.02,0.0,-3.0,-3.0,0.0,0.0,1.28261,2.43452,18.9135,1268.7,3.320232,qmof-73ebe68
2451.0,88.0,3.7249,11.7344,19.686,18.335,2209.0,658.0,1128.0,658.0,4.0,24.0,1.6384,3.9424,-2.22,-2.48,-1.78,80.0,164.0,174.0,-4.0,2.04,2.84,836.0,5.7776,9.2416,15.504,49.0,84.0,133.0,119.0,4.0,20.0,0.5625,2.25,167.24,271.790456,0.98,2.31,3.85,2.0,-2.0,-3.0,2.0,0.32,1.5,-7.8,-8.80711,7.67156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99606,0.74096,0.0,1291.77,1.610395,qmof-cc6b28f
2628.0,328.0,2.7225,27.72,24.6675,47.3715,900.0,1170.0,930.0,1890.0,6.0,80.0,1.7161,5.5282,-8.55,-5.05,-12.21,111.0,149.0,237.0,14.0,3.64,5.96,1497.333333,8.385,10.9696,8.432,59.0,46.0,91.0,69.33333333,2.0,4.0,0.542766667,0.932133333,67.8,97.22343233,0.756666667,1.036666667,1.583333333,1.666666667,-2.0,-2.0,-2.0,0.093333333,0.206666667,-5.3,-4.335703333,-4.771406667,7.889066667,42.66666667,64.0,106.6666667,130.6666667,2.666666667,20.0,0.355266667,1.484333333,1.9418,18.72666667,79.85333333,151.630244,195.4812603,1.186666667,3.433333333,4.97,2.666666667,13.33333333,21.0,-2.0,-1.333333333,-0.666666667,-0.053333333,0.4,0.746666667,-8.0,-10.94281333,-12.14992333,185.04,1.00473,2.99211,0.0,1086.3,0.797188,qmof-94ee8a1
2764.0,224.0,2.8561,34.8816,23.491,8.619,2304.0,2304.0,768.0,576.0,6.0,60.0,2.1904,4.4696,-10.5,-3.76,-1.72,240.0,272.0,84.0,26.0,5.86,1.42,3560.0,15.7115,11.8336,8.772,64.0,48.0,112.0,96.0,2.0,6.0,0.5329,1.1242,59.89,119.78,0.89,0.89,1.78,2.0,-2.0,-2.0,-4.0,-0.04,-0.08,-6.0,-6.0,-12.0,11.8336,64.0,52.0,112.0,100.0,2.5,9.5,0.5329,1.095,1.25925,28.09,71.8338415,87.98,131.7238415,1.51,0.89,2.4,5.5,2.0,7.5,-1.0,-1.5,-3.0,0.14,-0.04,0.1,-5.603555,-6.0,-11.603555,88.7899,1.76423,2.99887,0.0,1847.43,3.158,qmof-d3f640f
3945.0,194.0,5.0308,18.029,22.2566,27.702,3541.0,880.0,1075.0,4988.0,4.0,36.0,1.721,4.1178,-2.29,-2.45,-1.9,117.0,141.0,102.0,4.0,2.32,3.24,0.0,1.1554,8.328566667,10.336,44.66666667,56.0,32.66666667,18.66666667,1.333333333,3.333333333,0.572633333,0.3775,111.4933333,50.10840933,0.326666667,0.886666667,0.723333333,0.666666667,-0.666666667,0.0,0.333333333,0.24,0.246666667,-2.6,-0.671406667,0.628593333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33084,1.21176,0.0,1341.5,1.694257,qmof-0f8af41
1216.0,156.0,3.5344,31.584,32.242,49.9704,729.0,1053.0,864.0,1458.0,7.0,85.0,1.5876,5.7834,-7.4,-3.99,-7.78,96.0,157.0,216.0,18.0,4.23,5.78,2236.0,10.64506667,10.9696,11.016,59.0,60.0,103.7777778,86.22222222,2.666666667,7.777777778,0.542766667,1.247011111,95.67333333,140.5784907,0.92,1.677777778,2.461111111,2.0,-2.0,-1.777777778,-2.333333333,0.204444444,0.353333333,-6.6,-6.00474,-7.019011111,7.313066667,39.33333333,49.33333333,90.22222222,84.66666667,2.444444444,12.66666667,0.361844444,1.123333333,1.197977778,24.65333333,82.36444444,128.2544951,149.7995204,0.722222222,1.204444444,1.786666667,1.555555556,4.444444444,6.666666667,-0.888888889,0.0,-0.444444444,-0.031111111,0.133333333,0.2,-5.266666667,-4.847604444,-6.871406667,0.0,1.70474,0.97086,0.0,803.106,0.715509,qmof-b0a3596
3702.0,378.0,2.7225,21.384,26.862,49.302,900.0,900.0,1140.0,3420.0,6.0,72.0,1.7161,5.9998,-6.36,-6.38,-10.08,90.0,142.0,246.0,6.0,3.28,6.28,1514.0,8.3948,10.5376,12.8828,56.5,69.5,101.5,80.5,2.5,8.0,0.5477,1.11735,99.135,119.9851485,0.69,1.355,1.93,1.5,-1.5,-2.0,-2.5,0.15,0.33,-4.95,-5.453555,-4.15711,10.5376,56.5,69.5,146.5,184.5,5.0,22.0,0.5477,1.83355,2.51945,41.425,130.241307,211.271307,274.6477625,1.355,1.6,3.305,5.0,5.5,15.5,-0.5,-0.5,1.5,0.15,0.14,0.69,-5.453555,-7.403555,-6.06422,0.0,1.47877,2.64575,112.001,1661.07,4.128705,qmof-68488a6
4960.0,624.0,2.7225,20.064,36.894,55.671,900.0,840.0,1560.0,3570.0,8.0,96.0,1.7161,7.9648,-5.56,-9.16,-10.64,92.0,188.0,301.0,8.0,4.4,7.72,2446.0,14.5961,9.2416,16.9936,49.0,91.0,103.25,71.75,3.0,8.5,0.5625,1.066875,138.38,139.3444605,0.49,1.51,1.1425,1.0,-1.0,-1.25,0.25,0.25,0.265,-3.9,-5.1053325,-2.1803325,5.9168,32.0,48.0,64.0,76.0,2.0,7.0,0.26645,0.95995,0.83585,14.045,59.89,85.3865245,79.5,0.89,2.505,1.09,2.0,12.0,2.5,-1.5,1.0,-0.5,-0.04,0.51,-0.05,-6.0,-2.860665,-7.05,1287.56,0.398072,8.87876,0.0,5976.76,2.438965,qmof-e9f86fc
1342.0,112.0,2.7225,21.384,25.245,51.117,900.0,900.0,1080.0,1680.0,6.0,72.0,1.7161,6.0522,-6.36,-5.4,-11.18,90.0,144.0,304.0,6.0,3.24,8.16,2672.0,12.9862,10.5376,12.138,56.5,66.0,105.0,97.0,3.0,10.0,0.5477,1.27085,113.565,145.756307,0.935,1.775,1.555,2.0,-2.0,-1.0,-2.5,0.34,0.14,-6.9,-4.00711,-6.503555,11.1856,60.25,58.75,127.5,133.25,3.0,15.25,0.5403,1.3949,1.7637,34.7575,95.0656535,141.2875,203.8607278,1.1225,1.035,2.655,3.5,2.25,9.0,-1.0,-1.5,-2.25,0.055,-0.045,0.195,-5.7267775,-7.425,-11.7803325,0.0,1.34439,1.22243,81.4007,1477.01,2.700309,qmof-70f56f3
6180.0,1184.0,3.6481,37.3596,37.627,50.0993,784.0,1540.0,1064.0,1372.0,8.0,120.0,1.4641,6.4856,-8.1,-4.42,-7.13,113.0,186.0,231.0,28.0,4.32,5.68,906.0,5.566,10.5376,12.138,56.5,66.0,113.75,120.25,3.0,8.5,0.5477,1.4623,113.565,142.4644605,0.935,1.6875,1.1975,2.0,-2.0,-1.5,-0.5,0.24,0.26,-6.9,-5.7053325,-1.8053325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78975,1.83847,10.9139,873.071,1.183472,qmof-81003ca
1077.0,384.0,0.6724,16.9248,14.637,35.957,361.0,912.0,798.0,1634.0,7.0,138.0,3.8416,10.5644,-15.72,-12.11,-30.73,66.0,91.0,218.0,19.0,8.33,20.84,4020.0,16.276,11.8336,11.696,64.0,64.0,117.3333333,106.6666667,3.333333333,9.333333333,0.5329,1.484333333,79.85333333,151.630244,1.186666667,2.84,3.433333333,2.666666667,-2.666666667,-2.0,-3.333333333,0.426666667,0.4,-8.0,-6.942813333,-10.94281333,7.889066667,42.66666667,64.0,90.66666667,64.0,2.666666667,8.0,0.355266667,1.2702,0.749466667,18.72666667,79.85333333,106.4286993,79.85333333,1.186666667,3.073333333,1.186666667,2.666666667,15.33333333,2.666666667,-2.0,2.0,-1.333333333,-0.053333333,0.693333333,-0.053333333,-8.0,-2.41422,-8.0,0.0,1.45684,0.99995,0.0,1063.41,3.164015,qmof-0a9f80a
2603.0,1376.0,2.4025,28.272,39.525,55.335,625.0,1050.0,1500.0,2100.0,10.0,168.0,1.9321,10.703,-8.94,-10.0,-14.0,108.0,190.0,266.0,32.0,6.2,8.68,960.0,5.8074,9.2416,11.628,49.0,63.0,105.0,133.0,2.5,16.5,0.5625,2.01,125.43,284.212614,0.735,1.225,2.31,1.5,-1.5,-3.0,-2.5,-0.05,0.32,-5.85,-9.75,-8.80711,4.6208,24.5,21.0,21.0,42.0,0.5,2.5,0.28125,0.28875,0.5775,27.38,41.81,41.81,83.62,0.245,0.245,0.49,0.5,0.5,1.0,-0.5,-1.0,-1.5,-0.01,-0.01,-0.02,-1.95,-1.95,-3.9,0.0,1.16829,2.52563,104.156,1131.06,0.71028,qmof-5817741
1283.0,112.0,3.61,24.624,29.07,60.724,841.0,870.0,1044.0,1682.0,6.0,72.0,1.9044,6.3756,-5.36,-3.9,-9.16,86.0,138.0,290.0,6.0,3.66,9.04,931.0,7.4363,10.5376,12.138,56.5,66.0,108.5,52.5,3.0,7.0,0.5477,0.8436,113.565,100.3751485,0.935,1.53,1.73,2.0,-2.0,-1.0,-1.5,0.35,0.34,-6.9,-2.05711,-3.10711,10.5376,56.5,87.0,136.5,59.5,5.0,12.5,0.5477,1.96125,1.1211,41.425,155.375,221.695228,133.7277625,1.18,2.615,2.57,2.5,14.0,14.0,-1.5,3.0,1.5,-0.05,0.72,0.72,-8.85,-1.11422,-0.21422,0.0,1.62533,0.98218,0.0,825.263,1.039433,qmof-e628246
1283.0,112.0,3.61,24.624,29.07,62.586,841.0,870.0,1044.0,1740.0,6.0,72.0,1.9044,6.3756,-5.36,-3.9,-10.14,86.0,138.0,288.0,6.0,3.66,9.08,716.0,5.6725,10.5376,12.138,56.5,66.0,112.0,57.0,3.0,6.5,0.5477,0.8326,113.565,85.307683,0.935,1.285,1.685,2.0,-2.0,-1.0,-2.0,0.36,0.34,-6.9,-0.10711,-2.20711,10.1056,54.0,90.66666667,135.3333333,84.66666667,4.666666667,8.666666667,0.552633333,1.88,1.290066667,45.87,140.09,221.7968187,127.4886073,0.786666667,2.07,1.976666667,1.666666667,10.0,12.66666667,-1.333333333,0.666666667,2.0,-0.033333333,0.466666667,0.746666667,-5.9,-3.342813333,3.78578,0.0,1.94376,1.00675,0.0,539.461,0.897875,qmof-469075b
482.0,272.0,0.9604,13.4848,16.3954,12.6126,9.0,96.0,45.0,90.0,8.0,52.0,1.7689,5.7456,-9.84,-8.89,-8.95,-20.0,9.0,-18.0,19.0,6.32,2.36,2824.0,14.3266,11.8336,2.924,64.0,16.0,37.33333333,26.66666667,0.666666667,1.333333333,0.5329,0.3577,19.96333333,25.28845533,0.296666667,0.296666667,0.826666667,0.666666667,-0.666666667,-1.0,-0.333333333,-0.013333333,0.24,-2.0,-2.0,0.528593333,3.944533333,21.33333333,24.0,45.33333333,53.33333333,0.833333333,4.0,0.177633333,0.553583333,0.633883333,9.363333333,29.945,52.57089433,49.93345533,0.445,1.006666667,1.123333333,1.0,3.666666667,5.333333333,-0.833333333,-0.666666667,0.166666667,-0.02,0.093333333,0.226666667,-3.0,-3.735703333,-1.471406667,0.0,1.48633,1.06738,0.0,862.95,2.954411,qmof-2e4202b
2698.0,308.0,2.7225,27.72,25.245,56.364,900.0,1170.0,1080.0,2400.0,6.0,90.0,1.7161,6.0522,-8.55,-5.4,-14.36,111.0,144.0,280.0,12.0,3.24,6.64,5570.666667,23.611,10.9696,11.016,59.0,60.0,130.6666667,145.6666667,2.666666667,16.0,0.542766667,1.979466667,95.67333333,237.772614,0.92,1.246666667,2.546666667,2.0,-2.0,-3.0,-3.333333333,-0.053333333,0.306666667,-6.6,-9.2,-9.60711,11.1136,59.83333333,59.94444444,75.44444444,134.3888889,1.833333333,14.11111111,0.541122222,1.082283333,1.7228,35.49833333,81.69277778,130.1894377,215.1998801,0.778888889,1.946666667,2.106111111,1.722222222,7.333333333,5.277777778,-1.722222222,-2.277777778,-4.388888889,-0.034444444,0.214444444,-0.022222222,-5.416666667,-7.010690556,-13.601185,904.617,0.607677,6.3804,0.0,4143.6,0.307343,qmof-4b93797
2817.0,240.0,3.8416,28.4788,48.804,23.4808,2500.0,1700.0,1050.0,1400.0,11.0,75.0,1.96,6.818,-4.73,-3.34,-4.14,216.0,529.0,172.0,40.0,10.53,2.6,452.0,4.0619,8.63494,3.5088,47.2,19.2,44.8,32.0,0.8,1.6,0.5689,0.42924,23.956,30.3461464,0.356,0.356,0.992,0.8,-0.8,-1.2,-0.4,-0.016,0.288,-2.4,-2.4,0.634312,4.73344,25.6,38.4,35.2,51.2,1.6,1.6,0.21316,0.76504,0.42632,11.236,47.912,71.731366,22.472,0.712,2.836,0.0,1.6,14.8,0.0,-1.6,1.6,0.8,-0.032,0.704,0.0,-4.8,-0.81422,0.0,0.0,1.84485,0.93873,0.0,455.24,4.742915,qmof-4770f5f
2698.0,308.0,2.7225,27.72,25.245,56.364,900.0,1170.0,1080.0,2400.0,6.0,90.0,1.7161,6.0522,-8.55,-5.4,-14.36,111.0,144.0,280.0,12.0,3.24,6.64,4625.333333,19.83926667,10.9696,11.016,59.0,60.0,130.6666667,129.3333333,2.666666667,12.66666667,0.542766667,1.861966667,95.67333333,200.5785613,0.92,1.246666667,2.763333333,2.0,-2.0,-3.333333333,-1.0,-0.053333333,0.713333333,-6.6,-9.2,-2.11422,3.944533333,21.33333333,32.0,40.0,66.66666667,1.333333333,8.0,0.177633333,0.644833333,0.7446,9.363333333,39.92666667,63.81434967,72.96333333,0.593333333,1.833333333,1.023333333,1.333333333,8.333333333,2.333333333,-1.0,0.333333333,-1.333333333,-0.026666667,0.333333333,-0.046666667,-4.0,-3.20711,-6.7,1063.96,0.300549,13.03203,0.0,7094.78,2.483464,qmof-cf2c9b6
1671.0,620.0,3.5344,37.2992,28.764,33.558,729.0,1242.0,972.0,1134.0,6.0,108.0,1.5876,5.8212,-8.56,-4.02,-4.69,116.0,126.0,147.0,18.0,2.94,3.43,512.0,4.1841,10.5376,12.138,56.5,66.0,140.0,133.5,3.0,17.5,0.5477,2.25365,113.565,273.347911,0.935,1.425,4.1,2.0,-2.0,-4.0,-0.5,-0.06,1.07,-6.9,-10.8,-2.27133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71813,0.84762,0.0,713.73,0.750685,qmof-57e6787
5294.0,416.0,3.7249,23.4688,36.3419,48.6746,2209.0,1316.0,2068.0,1786.0,7.0,84.0,1.6384,6.848,-4.44,-5.32,-5.92,160.0,285.0,432.0,7.0,3.61,7.16,1648.0,8.6827,9.2416,16.2488,49.0,87.5,126.0,73.5,4.0,12.0,0.5625,1.13625,152.81,144.352614,0.735,1.75,1.33,1.5,-2.0,-0.5,-1.0,0.55,0.36,-5.85,0.439335,-1.00711,10.5376,56.5,90.5,154.0,165.0,5.0,15.5,0.5477,1.965,1.9388,41.425,140.945,215.722614,176.2501485,0.935,1.775,1.285,2.0,8.0,7.0,-1.0,1.0,1.5,-0.04,0.34,0.36,-6.9,-4.00711,-0.10711,0.0,1.94076,2.02272,40.1992,1030.21,3.03269,qmof-1cec922
1520.0,316.0,2.7225,21.384,25.245,52.734,900.0,900.0,1080.0,1740.0,6.0,72.0,1.7161,6.0522,-6.36,-5.4,-12.16,90.0,144.0,302.0,6.0,3.24,8.2,640.0,5.0508,10.5376,12.138,56.5,66.0,108.5,39.0,3.0,5.0,0.5477,0.82865,113.565,87.185297,0.935,1.53,2.525,2.0,-2.0,-1.5,-0.5,0.35,0.72,-6.9,-2.05711,0.68578,10.5376,56.5,69.5,108.5,35.5,5.0,4.5,0.5477,1.395,0.6899,41.425,130.241307,146.532614,70.50899,1.355,1.53,2.105,5.0,7.5,11.0,0.0,1.0,-0.5,0.15,0.35,0.53,-5.453555,-2.05711,-0.760665,0.0,1.6024,1.08372,0.0,1316.58,4.790784,qmof-74d41f7
33456.0,3032.0,1.69,39.11266667,23.70333333,111.6266667,5184.0,4692.0,22092.0,13008.0,9.5,432.0,2.25,13.6525,-18.17,-5.883333333,-50.33333333,594.8333333,377.1666667,1787.333333,39.16666667,5.148333333,22.62,3504.0,19.4962,11.8336,8.772,64.0,48.0,112.0,48.0,2.0,2.0,0.5329,0.5621,59.89,59.89,0.89,0.89,0.89,2.0,-2.0,-1.0,-1.0,-0.04,-0.04,-6.0,-6.0,-6.0,9.2416,49.0,84.0,182.0,126.0,4.0,14.0,0.5625,2.28,1.7325,54.76,167.24,276.76,250.86,0.98,0.98,1.47,2.0,2.0,3.0,-2.0,0.0,-1.0,-0.04,-0.04,-0.06,-7.8,-7.8,-11.7,970.949,0.816554,10.14198,0.0,4570.62,2.587278,qmof-305bca1
4680.0,808.0,0.9025,26.144,10.7065,22.762,1444.0,2432.0,3876.0,2128.0,5.0,192.0,3.4225,10.9705,-19.92,-6.52,-16.36,240.0,88.0,248.0,16.0,3.32,8.8,1166.0,5.9535,11.8336,8.8752,64.0,128.0,176.0,96.0,3.0,6.0,0.5329,1.1242,102.82,119.78,0.86,0.89,1.78,-8.0,-3.0,-2.0,-4.0,-0.04,-0.08,-14.1,-6.0,-12.0,8.379866667,118.0,223.0,127.0,164.6666667,9.666666667,17.66666667,0.7218,1.5711,1.4566,161.96,279.2642047,290.992614,271.9403653,-0.243333333,1.513333333,0.813333333,14.0,14.0,14.0,3.666666667,1.333333333,3.0,0.486666667,0.52,0.686666667,15.16429667,3.09289,11.85718667,0.0,2.14095,1.2656,0.0,592.391,4.56371,qmof-40899bb
5238.0,216.0,2.8561,30.5552,34.476,64.22,2304.0,4704.0,2304.0,2688.0,8.0,144.0,2.1904,9.1168,-7.94,-6.88,-10.96,190.0,336.0,712.0,24.0,5.68,14.56,5704.0,28.005,9.2416,15.504,49.0,84.0,98.0,56.0,4.0,10.0,0.5625,1.1325,167.24,150.325228,0.98,2.66,2.17,2.0,-2.0,0.0,1.0,0.72,0.74,-7.8,-2.01422,1.88578,9.2416,49.0,126.0,252.0,294.0,9.0,72.0,0.5625,3.465,5.13,54.76,250.86,501.72,701.835684,1.47,2.94,7.98,3.0,6.0,42.0,0.0,0.0,12.0,-0.06,-0.12,2.16,-11.7,-23.4,-6.04266,146.775,1.45238,3.61524,0.0,1858.7,1.915843,qmof-d552231
9770.0,1274.0,1.21,36.861,24.915,37.741,4225.0,5070.0,6435.0,5850.0,10.0,290.0,2.8224,11.7768,-22.51,-11.65,-22.21,572.0,551.0,625.0,71.0,9.79,10.04,1270.666667,5.7746,11.52896571,4.632257143,62.4,25.37142857,49.14285714,55.54285714,0.857142857,3.085714286,0.536328571,0.531714286,36.386,62.2,0.228857143,0.328857143,0.403428571,0.514285714,-0.514285714,-0.685714286,-0.8,-0.029142857,-0.046857143,-1.542857143,-2.691428571,-3.668571429,1.901828571,73.14285714,54.85714286,86.85714286,105.1428571,1.142857143,3.428571429,0.297257143,0.781028571,0.757714286,107.5314286,125.2685714,212.885124,146.3708383,0.017142857,0.134285714,-0.374285714,5.714285714,12.85714286,11.71428571,-0.571428571,-0.571428571,0.571428571,0.142857143,0.4,0.422857143,4.628571429,11.19796857,14.62654,0.0,2.57509,1.22897,0.0,1055.25,3.292314,qmof-9fb5671
1342.0,112.0,2.7225,21.384,25.245,52.734,900.0,900.0,1080.0,1740.0,6.0,72.0,1.7161,6.0522,-6.36,-5.4,-12.16,90.0,144.0,302.0,6.0,3.24,8.2,2254.0,11.2675,10.5376,12.138,56.5,66.0,108.5,72.5,3.0,7.0,0.5477,0.9896,113.565,118.376307,0.935,1.53,1.555,2.0,-2.0,-1.0,-2.0,0.35,0.14,-6.9,-2.05711,-6.503555,10.5376,56.5,87.0,150.5,118.0,5.0,21.0,0.5477,1.9725,1.70585,41.425,155.375,230.152614,218.672614,1.18,2.02,2.465,2.5,8.5,9.5,-1.0,1.5,-0.5,-0.05,0.33,0.31,-8.85,-5.95711,-8.95711,0.0,1.41156,2.04093,0.0311651,1218.4,2.590357,qmof-be6c3f5
